legacy_url,new_url,artefact_type,artefact_id,action_taken,notes
http://fhir.hie.moh.gov.my/CodeSystem/procedure-complication-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/procedure-complication-my-core,CodeSystem,procedure-complication-my-core,id-normalised,Normalised resource id from 'code-system-procedure-complication-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/procedure-performer-role-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/procedure-performer-role-my-core,CodeSystem,procedure-performer-role-my-core,id-normalised,Normalised resource id from 'code-system-procedure-performer-role-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/procedure-session-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/procedure-session-type-my-core,CodeSystem,procedure-session-type-my-core,id-normalised,Normalised resource id from 'code-system-procedure-session-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/reason-code-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/reason-code-my-core,CodeSystem,reason-code-my-core,id-normalised,Normalised resource id from 'code-system-reason-code-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/referral-form-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/referral-form-my-core,CodeSystem,referral-form-my-core,id-normalised,Normalised resource id from 'code-system-referral-form-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/referral-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/referral-type-my-core,CodeSystem,referral-type-my-core,id-normalised,Normalised resource id from 'code-system-referral-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/relationship-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/relationship-my-core,CodeSystem,relationship-my-core,id-normalised,Normalised resource id from 'code-system-relationship-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/religion-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/religion-my-core,CodeSystem,religion-my-core,id-normalised,Normalised resource id from 'code-system-religion-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/revenue-code-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/revenue-code-my-core,CodeSystem,revenue-code-my-core,id-normalised,Normalised resource id from 'code-system-revenue-code-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/schedule-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/schedule-type-my-core,CodeSystem,schedule-type-my-core,id-normalised,Normalised resource id from 'code-system-schedule-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/service-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/service-type-my-core,CodeSystem,service-type-my-core,id-normalised,Normalised resource id from 'code-system-service-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/source-system-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/source-system-my-core,CodeSystem,source-system-my-core,id-normalised,Normalised resource id from 'code-system-source-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/ValueSet/specialty-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/specialty-my-core,CodeSystem,specialty-my-core,retyped-and-canonical-corrected+id-normalised,Rebuilt malformed code-system source from embedded ValueSet expansion. Normalised resource id from 'code-system-specialty-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/specimen-container-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/specimen-container-type-my-core,CodeSystem,specimen-container-type-my-core,id-normalised,Normalised resource id from 'code-system-specimen-container-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/specimen-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/specimen-type-my-core,CodeSystem,specimen-type-my-core,id-normalised,Normalised resource id from 'code-system-specimen-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/state-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/state-my-core,CodeSystem,state-my-core,id-normalised,Normalised resource id from 'code-system-state-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/sub-record-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/sub-record-type-my-core,CodeSystem,sub-record-type-my-core,id-normalised,Normalised resource id from 'code-system-sub-record-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/surface-code-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/surface-code-my-core,CodeSystem,surface-code-my-core,id-normalised,Normalised resource id from 'code-system-surface-code-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/surface-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/surface-my-core,CodeSystem,surface-my-core,id-normalised,Normalised resource id from 'code-system-surface-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/task-business-status-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/task-business-status-my-core,CodeSystem,task-business-status-my-core,id-normalised,Normalised resource id from 'code-system-task-business-status-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/task-code-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/task-code-my-core,CodeSystem,task-code-my-core,id-normalised,Normalised resource id from 'code-system-task-code-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/task-input-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/task-input-type-my-core,CodeSystem,task-input-type-my-core,id-normalised,Normalised resource id from 'code-system-task-input-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/task-output-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/task-output-type-my-core,CodeSystem,task-output-type-my-core,id-normalised,Normalised resource id from 'code-system-task-output-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/tdm-recommended-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/tdm-recommended-type-my-core,CodeSystem,tdm-recommended-type-my-core,id-normalised,Normalised resource id from 'code-system-tdm-recommended-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/tdm-sample-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/tdm-sample-type-my-core,CodeSystem,tdm-sample-type-my-core,id-normalised,Normalised resource id from 'code-system-tdm-sample-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/treatment-procedure-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/treatment-procedure-my-core,CodeSystem,treatment-procedure-my-core,id-normalised,Normalised resource id from 'code-system-treatment-procedure-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/vaccine-code-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/vaccine-code-my-core,CodeSystem,vaccine-code-my-core,id-normalised,Normalised resource id from 'code-system-vaccine-code-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/visit-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/visit-type-my-core,CodeSystem,visit-type-my-core,id-normalised,Normalised resource id from 'code-system-visit-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/ward-class-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/ward-category-my-core,CodeSystem,ward-category-my-core,canonical-and-name-corrected+id-normalised,Corrected ward-category canonical and name collision. Normalised resource id from 'code-system-ward-category-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/ward-class-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/ward-class-my-core,CodeSystem,ward-class-my-core,id-normalised,Normalised resource id from 'code-system-ward-class-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/ward-specialty-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/ward-specialty-my-core,CodeSystem,ward-specialty-my-core,id-normalised,Normalised resource id from 'code-system-ward-specialty-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/Questionnaire/q-audit-10,,Questionnaire,q-audit-10,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-audit-c,,Questionnaire,q-audit-c,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-02,,Questionnaire,q-child-02,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-03,,Questionnaire,q-child-03,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-04,,Questionnaire,q-child-04,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-05,,Questionnaire,q-child-05,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-06,,Questionnaire,q-child-06,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-10m,,Questionnaire,q-child-10m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-12-15m,,Questionnaire,q-child-12-15m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-18-21m,,Questionnaire,q-child-18-21m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-1m,,Questionnaire,q-child-1m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-2-3y,,Questionnaire,q-child-2-3y,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-2m,,Questionnaire,q-child-2m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-3-4m,,Questionnaire,q-child-3-4m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-4y,,Questionnaire,q-child-4y,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-5-6m,,Questionnaire,q-child-5-6m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-5-6y,,Questionnaire,q-child-5-6y,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-9m,,Questionnaire,q-child-9m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-add,,Questionnaire,q-child-add,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-born,,Questionnaire,q-child-born,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-ds-0-9m,,Questionnaire,q-child-ds-0-9m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-ds-10-23m,,Questionnaire,q-child-ds-10-23m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-ds-2-4y,,Questionnaire,q-child-ds-2-4y,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-ds-add,,Questionnaire,q-child-ds-add,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-eye,,Questionnaire,q-child-eye,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-madd,,Questionnaire,q-child-madd,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-mc-18m-3y,,Questionnaire,q-child-mc-18m-3y,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-md,,Questionnaire,q-child-md,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-md1m,,Questionnaire,q-child-md1m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-md4y,,Questionnaire,q-child-md4y,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-1-2m,,Questionnaire,q-child-rs-1-2m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-12m,,Questionnaire,q-child-rs-12m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-15m,,Questionnaire,q-child-rs-15m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-18m,,Questionnaire,q-child-rs-18m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-2-2y6m,,Questionnaire,q-child-rs-2-2y6m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-21m,,Questionnaire,q-child-rs-21m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-3-3y6m,,Questionnaire,q-child-rs-3-3y6m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-3-4m,,Questionnaire,q-child-rs-3-4m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-4y,,Questionnaire,q-child-rs-4y,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-5-6m,,Questionnaire,q-child-rs-5-6m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-5-6y,,Questionnaire,q-child-rs-5-6y,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-9-10m,,Questionnaire,q-child-rs-9-10m,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-child-rs-carta,,Questionnaire,q-child-rs-carta,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-rs-gigi,,Questionnaire,q-child-rs-gigi,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/dass-21,,Questionnaire,q-dass-21,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-dengue-checklist,,Questionnaire,q-dengue-checklist,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-gen-cvs,,Questionnaire,q-gen-cvs,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-hpt-note,,Questionnaire,q-hpt-note,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-01,,Questionnaire,q-maternal-01,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-02,,Questionnaire,q-maternal-02,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-03,,Questionnaire,q-maternal-03,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-05,,Questionnaire,q-maternal-05,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-07,,Questionnaire,q-maternal-07,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-08,,Questionnaire,q-maternal-08,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-09,,Questionnaire,q-maternal-09,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-10,,Questionnaire,q-maternal-10,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-11,,Questionnaire,q-maternal-11,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-12,,Questionnaire,q-maternal-12,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-13,,Questionnaire,q-maternal-13,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-15,,Questionnaire,q-maternal-15,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-17,,Questionnaire,q-maternal-17,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-18,,Questionnaire,q-maternal-18,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-20,,Questionnaire,q-maternal-20,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-21,,Questionnaire,q-maternal-21,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-23,,Questionnaire,q-maternal-23,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-24,,Questionnaire,q-maternal-24,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-25,,Questionnaire,q-maternal-25,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-26,,Questionnaire,q-maternal-26,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-27,,Questionnaire,q-maternal-27,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-28,,Questionnaire,q-maternal-28,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-29,,Questionnaire,q-maternal-29,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-30,,Questionnaire,q-maternal-30,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-30,,Questionnaire,q-maternal-30-no-person,renamed-to-avoid-duplicate,Retained as a separate no-person programme questionnaire variant.
http://fhir.hie.moh.gov.my/Questionnaire/q-maternal-31,,Questionnaire,q-maternal-31,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-phq-9,,Questionnaire,q-phq-9,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-tb-note,,Questionnaire,q-tb-note,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
http://fhir.hie.moh.gov.my/Questionnaire/q-whooley,,Questionnaire,q-whooley,programme-source-only,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
,,QuestionnaireResponse,qr-audit-10,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-audit-c,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-01,id-corrected,Corrected duplicate QuestionnaireResponse id to match the filename and identifier value.
,,QuestionnaireResponse,qr-child-02,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-03,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-04,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-05,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-06,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-08,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-10m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-12-15m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-18-21m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-1m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-2-3y,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-2m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-3-4m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-4y,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-5-6m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-5-6y,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-9m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-add,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-born,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-ds-0-9m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-ds-10-23m,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-ds-2-4y,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
,,QuestionnaireResponse,qr-child-ds-add,source-only,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
