programme_family,resource_type,artefact_id,title,source_path,publication_status,notes
Maternal,QuestionnaireResponse,qr-maternal-03,qr-maternal-03,Maternal\QuestionnaireResponse\qr-maternal-03.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-05,qr-maternal-05,Maternal\QuestionnaireResponse\qr-maternal-05.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-07,qr-maternal-07,Maternal\QuestionnaireResponse\qr-maternal-07.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-08,qr-maternal-08,Maternal\QuestionnaireResponse\qr-maternal-08.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-09,qr-maternal-09,Maternal\QuestionnaireResponse\qr-maternal-09.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-10,qr-maternal-10,Maternal\QuestionnaireResponse\qr-maternal-10.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-11,qr-maternal-11,Maternal\QuestionnaireResponse\qr-maternal-11.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-12,qr-maternal-12,Maternal\QuestionnaireResponse\qr-maternal-12.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-13,qr-maternal-13,Maternal\QuestionnaireResponse\qr-maternal-13.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-15,qr-maternal-15,Maternal\QuestionnaireResponse\qr-maternal-15.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-17,qr-maternal-17,Maternal\QuestionnaireResponse\qr-maternal-17.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-18,qr-maternal-18,Maternal\QuestionnaireResponse\qr-maternal-18.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-20,qr-maternal-20,Maternal\QuestionnaireResponse\qr-maternal-20.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-21,qr-maternal-21,Maternal\QuestionnaireResponse\qr-maternal-21.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-23,qr-maternal-23,Maternal\QuestionnaireResponse\qr-maternal-23.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-24,qr-maternal-24,Maternal\QuestionnaireResponse\qr-maternal-24.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-25,qr-maternal-25,Maternal\QuestionnaireResponse\qr-maternal-25.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-26,qr-maternal-26,Maternal\QuestionnaireResponse\qr-maternal-26.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-27,qr-maternal-27,Maternal\QuestionnaireResponse\qr-maternal-27.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-28,qr-maternal-28,Maternal\QuestionnaireResponse\qr-maternal-28.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-29,qr-maternal-29,Maternal\QuestionnaireResponse\qr-maternal-29.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-30,qr-maternal-30,Maternal\QuestionnaireResponse\qr-maternal-30.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Maternal,QuestionnaireResponse,qr-maternal-31,qr-maternal-31,Maternal\QuestionnaireResponse\qr-maternal-31.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Risk Assessment,Questionnaire,q-audit-10,Alcohol Use Disorder Identification Test 10 [AUDIT-10],Risk Assessment\Questionnaire\q-audit-10.json,source-preserved-not-published,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
Risk Assessment,Questionnaire,q-audit-c,Alcohol Use Disorder Identification Test - Consumption [AUDIT-C],Risk Assessment\Questionnaire\q-audit-c.json,source-preserved-not-published,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
Risk Assessment,Questionnaire,q-dass-21,Depression Anxiety and Stress Scale 21 (DASS-21),Risk Assessment\Questionnaire\q-dass-21.json,source-preserved-not-published,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
Risk Assessment,Questionnaire,q-gen-cvs,General CVD Risk Prediction,Risk Assessment\Questionnaire\q-gen-cvs.json,source-preserved-not-published,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
Risk Assessment,Questionnaire,q-phq-9,PHQ-9 quick depression assessment panel,Risk Assessment\Questionnaire\q-phq-9.json,source-preserved-not-published,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
Risk Assessment,Questionnaire,q-whooley,Whooley Questions,Risk Assessment\Questionnaire\q-whooley.json,source-preserved-not-published,"Legacy programme questionnaire preserved in source lineage and programme-content register, excluded from the vendor-facing IG publication set."
Risk Assessment,QuestionnaireResponse,qr-audit-10,qr-audit-10,Risk Assessment\QuestionnaireResponse\qr-audit-10.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Risk Assessment,QuestionnaireResponse,qr-audit-c,qr-audit-c,Risk Assessment\QuestionnaireResponse\qr-audit-c.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Risk Assessment,QuestionnaireResponse,qr-dass-21,qr-dass-21,Risk Assessment\QuestionnaireResponse\qr-dass-21.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Risk Assessment,QuestionnaireResponse,qr-gen-cvs,qr-gen-cvs,Risk Assessment\QuestionnaireResponse\qr-gen-cvs.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Risk Assessment,QuestionnaireResponse,qr-phq-9,qr-phq-9,Risk Assessment\QuestionnaireResponse\qr-phq-9.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
Risk Assessment,QuestionnaireResponse,qr-whooley,qr-whooley,Risk Assessment\QuestionnaireResponse\qr-whooley.json,source-preserved-not-published,"Legacy QuestionnaireResponse retained in source and test assets, not published in the live IG resource set."
